usage_score,interaction_score,self_reg_risk,Scroll_Rate,Self_Control,Video_Category_ASMR,Video_Category_Comedy,Video_Category_Entertainment,Video_Category_Gaming,Video_Category_Jokes/Memes,Video_Category_Life Hacks,Video_Category_Pranks,Video_Category_Trends,Video_Category_Vlogs,Watch_Reason_Boredom,Watch_Reason_Entertainment,Watch_Reason_Habit,Watch_Reason_Procrastination,Addiction_Level,ProductivityLoss,risk_binary
0.0722208822591758,1.1311360078002246,0.005390760996051,1.2755970971906172,-1.0177570754726546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3,1
0.6881394085842603,0.0981053595413534,-0.0092136339895581,-0.1293209972813998,-0.0456872803698327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,5,1
-1.1648197497778712,1.2869957710116489,-0.0165158314823627,1.3098633921777396,0.4403476171815781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,6,0
0.7312800323295915,0.3073717468888771,0.005390760996051,1.4811948671133517,-1.0177570754726546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,3,1
-0.4109299766069461,-1.1115854490811865,-0.0311202264679719,-1.5685053867405392,1.4124174122844,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8,0
0.0273269004156785,0.4062718211161164,0.005390760996051,-0.4034513571783787,-1.0177570754726546,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,3,1
-0.0557419343713458,0.6064837562152402,-0.0311202264679719,0.4532060174996803,1.4124174122844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,8,0
0.3305387440823945,0.4446060954138507,0.005390760996051,-0.71184801206248,-1.0177570754726546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,3,1
-0.5173096187565812,0.2285795522172174,0.005390760996051,-1.0545109619337036,-1.0177570754726546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5,3,1
0.446312484245519,1.5341939932973456,-0.0165158314823627,1.4126622771391066,0.4403476171815781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,6,0
-0.3852490434234186,-0.1445092850881517,-0.0092136339895581,-0.71184801206248,-0.0456872803698327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,5,1
0.7609719200874708,-0.5044762607370534,-0.0165158314823627,-0.5062502421397459,0.4403476171815781,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,6,0
0.7563593832069015,0.6915192546048325,-0.0092136339895581,0.6930700824095369,-0.0456872803698327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,5,1
-1.2964880534068124,-0.8169983862688467,-0.0165158314823627,-0.9174457819852144,0.4403476171815781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,6,0
0.2345883018353768,0.6889397811303183,-0.0165158314823627,-0.1293209972813998,0.4403476171815781,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,6,0
-0.5548112706821349,-0.5557033431870053,-0.0165158314823627,-0.1978535872556446,0.4403476171815781,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,6,0
-0.3167143099915959,0.7943743771176826,-0.0092136339895581,-0.0607884073071551,-0.0456872803698327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,5,1
-0.3398560931018557,0.0883070533066855,-0.0165158314823627,0.0762767726413343,0.4403476171815781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,6,0
0.5457503743266432,-1.472125514412748,-0.0165158314823627,-1.4314402067920498,0.4403476171815781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,6,0
-0.3160947078898122,0.7494503693329201,-0.0311202264679719,0.1790756576027014,1.4124174122844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,8,0
0.6026148308022922,0.6472251439567571,-0.0092136339895581,0.5560049024610475,-0.0456872803698327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,5,1
0.6528231101398069,0.1063006331877986,-0.0092136339895581,0.9329341473193936,-0.0456872803698327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,5,1
0.899935833989488,0.115811254776048,0.005390760996051,-0.334918767204134,-1.0177570754726546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,3,1
-0.8949475990055721,1.2839013830746078,-0.0165158314823627,1.2070645072163724,0.4403476171815781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,6,0
-0.2023360483887777,0.1419403373563495,-0.0165158314823627,-0.6433154220882353,0.4403476171815781,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,6,0
0.9271911855022518,-0.0591295225591316,-0.0092136339895581,-0.0607884073071551,-0.0456872803698327,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,5,1
